Temporada,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
15/16,La Liga,2016-01-10,Las Palmas,Malaga,1,1,D
15/16,La Liga,2016-01-09,Sevilla,Ath Bilbao,2,0,H
15/16,La Liga,2016-01-09,Real Madrid,La Coruna,5,0,H
15/16,La Liga,2016-01-09,Levante,Rayo Vallecano,2,1,H
15/16,La Liga,2016-01-09,Getafe,Betis,1,0,H
15/16,La Liga,2016-01-09,Barcelona,Granada,4,0,H
15/16,La Liga,2016-01-04,Sp Gijon,Getafe,1,2,A
15/16,La Liga,2016-01-03,Rayo Vallecano,Sociedad,2,2,D
15/16,La Liga,2016-01-03,Valencia,Real Madrid,2,2,D
15/16,La Liga,2016-01-03,La Coruna,Villarreal,1,2,A
15/16,La Liga,2016-01-03,Granada,Sevilla,2,1,H
15/16,La Liga,2016-01-03,Betis,Eibar,0,4,A
15/16,La Liga,2016-01-03,Ath Bilbao,Las Palmas,2,2,D
15/16,La Liga,2016-01-02,Malaga,Celta,2,0,H
15/16,La Liga,2016-01-02,Espanol,Barcelona,0,0,D
15/16,La Liga,2016-01-02,Ath Madrid,Levante,1,0,H
15/16,La Liga,2015-12-31,Villarreal,Valencia,1,0,H
15/16,La Liga,2015-12-30,Rayo Vallecano,Ath Madrid,0,2,A
15/16,La Liga,2015-12-30,Sevilla,Espanol,2,0,H
15/16,La Liga,2015-12-30,Real Madrid,Sociedad,3,1,H
15/16,La Liga,2015-12-30,Levante,Malaga,0,1,A
15/16,La Liga,2015-12-30,Las Palmas,Granada,4,1,H
15/16,La Liga,2015-12-30,Getafe,La Coruna,0,0,D
15/16,La Liga,2015-12-30,Eibar,Sp Gijon,2,0,H
15/16,La Liga,2015-12-30,Celta,Ath Bilbao,0,1,A
15/16,La Liga,2015-12-30,Barcelona,Betis,4,0,H
15/16,La Liga,2015-12-20,Sociedad,Villarreal,0,2,A
15/16,La Liga,2015-12-20,Real Madrid,Rayo Vallecano,10,2,H
15/16,La Liga,2015-12-20,Granada,Celta,0,2,A
15/16,La Liga,2015-12-20,Ath Bilbao,Levante,2,0,H
15/16,La Liga,2015-12-20,Malaga,Ath Madrid,1,0,H
15/16,La Liga,2015-12-19,Espanol,Las Palmas,1,0,H
15/16,La Liga,2015-12-19,Betis,Sevilla,0,0,D
15/16,La Liga,2015-12-19,La Coruna,Eibar,2,0,H
15/16,La Liga,2015-12-19,Valencia,Getafe,2,2,D
15/16,La Liga,2015-12-13,Rayo Vallecano,Malaga,1,2,A
15/16,La Liga,2015-12-13,Eibar,Valencia,1,1,D
15/16,La Liga,2015-12-13,Ath Madrid,Ath Bilbao,2,1,H
15/16,La Liga,2015-12-13,Villarreal,Real Madrid,1,0,H
15/16,La Liga,2015-12-12,Sevilla,Sp Gijon,2,0,H
15/16,La Liga,2015-12-12,Levante,Granada,1,2,A
15/16,La Liga,2015-12-12,Las Palmas,Betis,1,0,H
15/16,La Liga,2015-12-12,Celta,Espanol,1,0,H
15/16,La Liga,2015-12-12,Barcelona,La Coruna,2,2,D
15/16,La Liga,2015-12-11,Getafe,Sociedad,1,1,D
15/16,La Liga,2015-12-07,Espanol,Levante,1,1,D
15/16,La Liga,2015-12-06,Sociedad,Eibar,2,1,H
15/16,La Liga,2015-12-06,Ath Bilbao,Malaga,0,0,D
15/16,La Liga,2015-12-06,Sp Gijon,Las Palmas,3,1,H
15/16,La Liga,2015-12-06,Villarreal,Rayo Vallecano,2,1,H
15/16,La Liga,2015-12-05,Valencia,Barcelona,1,1,D
15/16,La Liga,2015-12-05,Real Madrid,Getafe,4,1,H
15/16,La Liga,2015-12-05,La Coruna,Sevilla,1,1,D
15/16,La Liga,2015-12-05,Granada,Ath Madrid,0,2,A
15/16,La Liga,2015-12-05,Betis,Celta,1,1,D
15/16,La Liga,2015-11-29,Rayo Vallecano,Ath Bilbao,0,3,A
15/16,La Liga,2015-11-29,Sevilla,Valencia,1,0,H
15/16,La Liga,2015-11-29,Getafe,Villarreal,2,0,H
15/16,La Liga,2015-11-29,Eibar,Real Madrid,0,2,A
15/16,La Liga,2015-11-28,Malaga,Granada,2,2,D
15/16,La Liga,2015-11-28,Las Palmas,La Coruna,0,2,A
15/16,La Liga,2015-11-28,Celta,Sp Gijon,2,1,H
15/16,La Liga,2015-11-28,Barcelona,Sociedad,4,0,H
15/16,La Liga,2015-11-28,Ath Madrid,Espanol,1,0,H
15/16,La Liga,2015-11-27,Levante,Betis,0,1,A
15/16,La Liga,2015-11-23,Getafe,Rayo Vallecano,1,1,D
15/16,La Liga,2015-11-22,Villarreal,Eibar,1,1,D
15/16,La Liga,2015-11-22,Sp Gijon,Levante,0,3,A
15/16,La Liga,2015-11-22,Granada,Ath Bilbao,2,0,H
15/16,La Liga,2015-11-22,Betis,Ath Madrid,0,1,A
15/16,La Liga,2015-11-21,Real Madrid,Barcelona,0,4,A
15/16,La Liga,2015-11-21,La Coruna,Celta,2,0,H
15/16,La Liga,2015-11-21,Espanol,Malaga,2,0,H
15/16,La Liga,2015-11-21,Sociedad,Sevilla,2,0,H
15/16,La Liga,2015-11-21,Valencia,Las Palmas,1,1,D
15/16,La Liga,2015-11-08,Sevilla,Real Madrid,3,2,H
15/16,La Liga,2015-11-08,Ath Bilbao,Espanol,2,1,H
15/16,La Liga,2015-11-08,Barcelona,Villarreal,3,0,H
15/16,La Liga,2015-11-08,Ath Madrid,Sp Gijon,1,0,H
15/16,La Liga,2015-11-07,Malaga,Betis,0,1,A
15/16,La Liga,2015-11-07,Levante,La Coruna,1,1,D
15/16,La Liga,2015-11-07,Eibar,Getafe,3,1,H
15/16,La Liga,2015-11-07,Celta,Valencia,1,5,A
15/16,La Liga,2015-11-07,Rayo Vallecano,Granada,2,1,H
15/16,La Liga,2015-11-06,Las Palmas,Sociedad,2,0,H
15/16,La Liga,2015-11-01,Sp Gijon,Malaga,1,0,H
15/16,La Liga,2015-11-01,Espanol,Granada,1,1,D
15/16,La Liga,2015-11-01,Eibar,Rayo Vallecano,1,0,H
15/16,La Liga,2015-11-01,Betis,Ath Bilbao,1,3,A
15/16,La Liga,2015-10-31,Sociedad,Celta,2,3,A
15/16,La Liga,2015-10-31,Real Madrid,Las Palmas,3,1,H
15/16,La Liga,2015-10-31,Getafe,Barcelona,0,2,A
15/16,La Liga,2015-10-31,Valencia,Levante,3,0,H
15/16,La Liga,2015-10-31,Villarreal,Sevilla,2,1,H
15/16,La Liga,2015-10-30,La Coruna,Ath Madrid,1,1,D
15/16,La Liga,2015-10-26,Ath Bilbao,Sp Gijon,3,0,H
15/16,La Liga,2015-10-25,Levante,Sociedad,0,4,A
15/16,La Liga,2015-10-25,Las Palmas,Villarreal,0,0,D
15/16,La Liga,2015-10-25,Barcelona,Eibar,3,1,H
15/16,La Liga,2015-10-25,Ath Madrid,Valencia,2,1,H
15/16,La Liga,2015-10-24,Sevilla,Getafe,5,0,H
15/16,La Liga,2015-10-24,Malaga,La Coruna,2,0,H
15/16,La Liga,2015-10-24,Celta,Real Madrid,1,3,A
15/16,La Liga,2015-10-24,Granada,Betis,1,1,D
15/16,La Liga,2015-10-23,Rayo Vallecano,Espanol,3,0,H
15/16,La Liga,2015-10-19,Sp Gijon,Granada,3,3,D
15/16,La Liga,2015-10-18,Villarreal,Celta,1,2,A
15/16,La Liga,2015-10-18,Sociedad,Ath Madrid,0,2,A
15/16,La Liga,2015-10-18,La Coruna,Ath Bilbao,2,2,D
15/16,La Liga,2015-10-18,Getafe,Las Palmas,4,0,H
15/16,La Liga,2015-10-17,Betis,Espanol,1,3,A
15/16,La Liga,2015-10-17,Barcelona,Rayo Vallecano,5,2,H
15/16,La Liga,2015-10-17,Real Madrid,Levante,3,0,H
15/16,La Liga,2015-10-17,Eibar,Sevilla,1,1,D
15/16,La Liga,2015-10-17,Valencia,Malaga,3,0,H
15/16,La Liga,2015-10-04,Rayo Vallecano,Betis,0,2,A
15/16,La Liga,2015-10-04,Levante,Villarreal,1,0,H
15/16,La Liga,2015-10-04,Ath Madrid,Real Madrid,1,1,D
15/16,La Liga,2015-10-04,Ath Bilbao,Valencia,3,1,H
15/16,La Liga,2015-10-03,Sevilla,Barcelona,2,1,H
15/16,La Liga,2015-10-03,Malaga,Sociedad,3,1,H
15/16,La Liga,2015-10-03,Las Palmas,Eibar,0,2,A
15/16,La Liga,2015-10-03,Granada,La Coruna,1,1,D
15/16,La Liga,2015-10-03,Espanol,Sp Gijon,1,2,A
15/16,La Liga,2015-10-02,Celta,Getafe,0,0,D
15/16,La Liga,2015-09-27,Sp Gijon,Betis,1,2,A
15/16,La Liga,2015-09-27,Sociedad,Ath Bilbao,0,0,D
15/16,La Liga,2015-09-27,La Coruna,Espanol,3,0,H
15/16,La Liga,2015-09-27,Getafe,Levante,3,0,H
15/16,La Liga,2015-09-26,Barcelona,Las Palmas,2,1,H
15/16,La Liga,2015-09-26,Eibar,Celta,1,1,D
15/16,La Liga,2015-09-26,Real Madrid,Malaga,0,0,D
15/16,La Liga,2015-09-26,Villarreal,Ath Madrid,1,0,H
15/16,La Liga,2015-09-26,Sevilla,Rayo Vallecano,3,2,H
15/16,La Liga,2015-09-25,Valencia,Granada,1,0,H
15/16,La Liga,2015-09-24,Betis,La Coruna,1,2,A
15/16,La Liga,2015-09-23,Rayo Vallecano,Sp Gijon,2,1,H
15/16,La Liga,2015-09-23,Malaga,Villarreal,0,1,A
15/16,La Liga,2015-09-23,Levante,Eibar,2,2,D
15/16,La Liga,2015-09-23,Las Palmas,Sevilla,2,0,H
15/16,La Liga,2015-09-23,Celta,Barcelona,4,1,H
15/16,La Liga,2015-09-23,Ath Bilbao,Real Madrid,1,2,A
15/16,La Liga,2015-09-22,Granada,Sociedad,0,3,A
15/16,La Liga,2015-09-22,Espanol,Valencia,1,0,H
15/16,La Liga,2015-09-22,Ath Madrid,Getafe,2,0,H
15/16,La Liga,2015-09-20,Las Palmas,Rayo Vallecano,0,1,A
15/16,La Liga,2015-09-20,Barcelona,Levante,4,1,H
15/16,La Liga,2015-09-20,La Coruna,Sp Gijon,2,3,A
15/16,La Liga,2015-09-20,Sevilla,Celta,1,2,A
15/16,La Liga,2015-09-20,Villarreal,Ath Bilbao,3,1,H
15/16,La Liga,2015-09-19,Valencia,Betis,0,0,D
15/16,La Liga,2015-09-19,Sociedad,Espanol,2,3,A
15/16,La Liga,2015-09-19,Real Madrid,Granada,1,0,H
15/16,La Liga,2015-09-19,Eibar,Ath Madrid,0,2,A
15/16,La Liga,2015-09-18,Getafe,Malaga,1,0,H
15/16,La Liga,2015-09-14,Rayo Vallecano,La Coruna,1,3,A
15/16,La Liga,2015-09-13,Celta,Las Palmas,3,3,D
15/16,La Liga,2015-09-13,Ath Bilbao,Getafe,3,1,H
15/16,La Liga,2015-09-13,Granada,Villarreal,1,3,A
15/16,La Liga,2015-09-13,Malaga,Eibar,0,0,D
15/16,La Liga,2015-09-12,Sp Gijon,Valencia,0,1,A
15/16,La Liga,2015-09-12,Espanol,Real Madrid,0,6,A
15/16,La Liga,2015-09-12,Betis,Sociedad,1,0,H
15/16,La Liga,2015-09-12,Ath Madrid,Barcelona,1,2,A
15/16,La Liga,2015-09-11,Levante,Sevilla,1,1,D
15/16,La Liga,2015-08-30,Las Palmas,Levante,0,0,D
15/16,La Liga,2015-08-30,Getafe,Granada,1,2,A
15/16,La Liga,2015-08-30,Eibar,Ath Bilbao,2,0,H
15/16,La Liga,2015-08-30,Sevilla,Ath Madrid,0,3,A
15/16,La Liga,2015-08-30,Valencia,La Coruna,1,1,D
15/16,La Liga,2015-08-29,Sociedad,Sp Gijon,0,0,D
15/16,La Liga,2015-08-29,Real Madrid,Betis,5,0,H
15/16,La Liga,2015-08-29,Celta,Rayo Vallecano,3,0,H
15/16,La Liga,2015-08-29,Barcelona,Malaga,1,0,H
15/16,La Liga,2015-08-28,Villarreal,Espanol,3,1,H
15/16,La Liga,2015-08-24,Granada,Eibar,1,3,A
15/16,La Liga,2015-08-23,Betis,Villarreal,1,1,D
15/16,La Liga,2015-08-23,Ath Bilbao,Barcelona,0,1,A
15/16,La Liga,2015-08-23,Levante,Celta,1,2,A
15/16,La Liga,2015-08-23,Sp Gijon,Real Madrid,0,0,D
15/16,La Liga,2015-08-22,Rayo Vallecano,Valencia,0,0,D
15/16,La Liga,2015-08-22,La Coruna,Sociedad,0,0,D
15/16,La Liga,2015-08-22,Espanol,Getafe,1,0,H
15/16,La Liga,2015-08-22,Ath Madrid,Las Palmas,1,0,H
15/16,La Liga,2015-08-21,Malaga,Sevilla,0,0,D
14/15,La Liga,2015-05-23,Eibar,Cordoba,3,0,H
14/15,La Liga,2015-05-23,Almeria,Valencia,2,3,A
14/15,La Liga,2015-05-23,Ath Bilbao,Villarreal,4,0,H
14/15,La Liga,2015-05-23,Barcelona,La Coruna,2,2,D
14/15,La Liga,2015-05-23,Celta,Espanol,3,2,H
14/15,La Liga,2015-05-23,Rayo Vallecano,Sociedad,2,4,A
14/15,La Liga,2015-05-23,Granada,Ath Madrid,0,0,D
14/15,La Liga,2015-05-23,Real Madrid,Getafe,7,3,H
14/15,La Liga,2015-05-23,Levante,Elche,0,0,D
14/15,La Liga,2015-05-23,Malaga,Sevilla,2,3,A
14/15,La Liga,2015-05-17,Villarreal,Malaga,2,1,H
14/15,La Liga,2015-05-17,Valencia,Celta,1,1,D
14/15,La Liga,2015-05-17,Sociedad,Granada,0,3,A
14/15,La Liga,2015-05-17,La Coruna,Levante,2,0,H
14/15,La Liga,2015-05-17,Getafe,Eibar,1,1,D
14/15,La Liga,2015-05-17,Espanol,Real Madrid,1,4,A
14/15,La Liga,2015-05-17,Elche,Ath Bilbao,2,3,A
14/15,La Liga,2015-05-17,Cordoba,Rayo Vallecano,1,2,A
14/15,La Liga,2015-05-17,Ath Madrid,Barcelona,0,1,A
14/15,La Liga,2015-05-17,Sevilla,Almeria,2,1,H
14/15,La Liga,2015-05-11,Rayo Vallecano,Getafe,2,0,H
14/15,La Liga,2015-05-10,Almeria,Malaga,1,2,A
14/15,La Liga,2015-05-10,Celta,Sevilla,1,1,D
14/15,La Liga,2015-05-10,Villarreal,Elche,1,0,H
14/15,La Liga,2015-05-10,Levante,Ath Madrid,2,2,D
14/15,La Liga,2015-05-09,Real Madrid,Valencia,2,2,D
14/15,La Liga,2015-05-09,Granada,Cordoba,2,0,H
14/15,La Liga,2015-05-09,Barcelona,Sociedad,2,0,H
14/15,La Liga,2015-05-09,Ath Bilbao,La Coruna,1,1,D
14/15,La Liga,2015-05-08,Eibar,Espanol,0,2,A
14/15,La Liga,2015-05-04,Almeria,Celta,2,2,D
14/15,La Liga,2015-05-03,Valencia,Eibar,3,1,H
14/15,La Liga,2015-05-03,Malaga,Elche,1,2,A
14/15,La Liga,2015-05-03,Getafe,Granada,1,2,A
14/15,La Liga,2015-05-03,Espanol,Rayo Vallecano,1,1,D
14/15,La Liga,2015-05-02,Ath Madrid,Ath Bilbao,0,0,D
14/15,La Liga,2015-05-02,Sevilla,Real Madrid,2,3,A
14/15,La Liga,2015-05-02,La Coruna,Villarreal,1,1,D
14/15,La Liga,2015-05-02,Cordoba,Barcelona,0,8,A
14/15,La Liga,2015-05-01,Sociedad,Levante,3,0,H
14/15,La Liga,2015-04-30,Rayo Vallecano,Valencia,1,1,D
14/15,La Liga,2015-04-30,Granada,Espanol,1,2,A
14/15,La Liga,2015-04-29,Eibar,Sevilla,1,3,A
14/15,La Liga,2015-04-29,Celta,Malaga,1,0,H
14/15,La Liga,2015-04-29,Villarreal,Ath Madrid,0,1,A
14/15,La Liga,2015-04-29,Elche,La Coruna,4,0,H
14/15,La Liga,2015-04-29,Real Madrid,Almeria,3,0,H
14/15,La Liga,2015-04-28,Ath Bilbao,Sociedad,1,1,D
14/15,La Liga,2015-04-28,Levante,Cordoba,1,0,H
14/15,La Liga,2015-04-28,Barcelona,Getafe,6,0,H
14/15,La Liga,2015-04-27,Valencia,Granada,4,0,H
14/15,La Liga,2015-04-26,Almeria,Eibar,2,0,H
14/15,La Liga,2015-04-26,Sevilla,Rayo Vallecano,2,0,H
14/15,La Liga,2015-04-26,Celta,Real Madrid,2,4,A
14/15,La Liga,2015-04-26,Malaga,La Coruna,1,1,D
14/15,La Liga,2015-04-25,Getafe,Levante,0,1,A
14/15,La Liga,2015-04-25,Espanol,Barcelona,0,2,A
14/15,La Liga,2015-04-25,Ath Madrid,Elche,3,0,H
14/15,La Liga,2015-04-25,Sociedad,Villarreal,0,0,D
14/15,La Liga,2015-04-24,Cordoba,Ath Bilbao,0,1,A
14/15,La Liga,2015-04-20,Elche,Sociedad,1,0,H
14/15,La Liga,2015-04-19,Villarreal,Cordoba,0,0,D
14/15,La Liga,2015-04-19,Rayo Vallecano,Almeria,2,0,H
14/15,La Liga,2015-04-19,Granada,Sevilla,1,1,D
14/15,La Liga,2015-04-19,Eibar,Celta,0,1,A
14/15,La Liga,2015-04-18,Barcelona,Valencia,2,0,H
14/15,La Liga,2015-04-18,Ath Bilbao,Getafe,4,0,H
14/15,La Liga,2015-04-18,Real Madrid,Malaga,3,1,H
14/15,La Liga,2015-04-18,La Coruna,Ath Madrid,1,2,A
14/15,La Liga,2015-04-17,Levante,Espanol,2,2,D
14/15,La Liga,2015-04-13,Valencia,Levante,3,0,H
14/15,La Liga,2015-04-12,Sociedad,La Coruna,2,2,D
14/15,La Liga,2015-04-12,Getafe,Villarreal,1,1,D
14/15,La Liga,2015-04-12,Espanol,Ath Bilbao,1,0,H
14/15,La Liga,2015-04-12,Cordoba,Elche,0,2,A
14/15,La Liga,2015-04-11,Sevilla,Barcelona,2,2,D
14/15,La Liga,2015-04-11,Real Madrid,Eibar,3,0,H
14/15,La Liga,2015-04-11,Malaga,Ath Madrid,2,2,D
14/15,La Liga,2015-04-11,Celta,Rayo Vallecano,6,1,H
14/15,La Liga,2015-04-11,Almeria,Granada,3,0,H
14/15,La Liga,2015-04-09,Ath Bilbao,Valencia,1,1,D
14/15,La Liga,2015-04-09,Elche,Getafe,0,1,A
14/15,La Liga,2015-04-09,Villarreal,Espanol,0,3,A
14/15,La Liga,2015-04-08,Barcelona,Almeria,4,0,H
14/15,La Liga,2015-04-08,La Coruna,Cordoba,1,1,D
14/15,La Liga,2015-04-08,Rayo Vallecano,Real Madrid,0,2,A
14/15,La Liga,2015-04-08,Granada,Celta,1,1,D
14/15,La Liga,2015-04-07,Levante,Sevilla,1,2,A
14/15,La Liga,2015-04-07,Eibar,Malaga,1,0,H
14/15,La Liga,2015-04-07,Ath Madrid,Sociedad,2,0,H
14/15,La Liga,2015-04-06,Espanol,Elche,1,1,D
14/15,La Liga,2015-04-05,Valencia,Villarreal,0,0,D
14/15,La Liga,2015-04-05,Getafe,La Coruna,2,1,H
14/15,La Liga,2015-04-05,Celta,Barcelona,0,1,A
14/15,La Liga,2015-04-05,Real Madrid,Granada,9,1,H
14/15,La Liga,2015-04-04,Sevilla,Ath Bilbao,2,0,H
14/15,La Liga,2015-04-04,Malaga,Sociedad,1,1,D
14/15,La Liga,2015-04-04,Cordoba,Ath Madrid,0,2,A
14/15,La Liga,2015-04-04,Almeria,Levante,1,4,A
14/15,La Liga,2015-04-03,Eibar,Rayo Vallecano,1,2,A
14/15,La Liga,2015-03-22,Barcelona,Real Madrid,2,1,H
14/15,La Liga,2015-03-22,Villarreal,Sevilla,0,2,A
14/15,La Liga,2015-03-22,La Coruna,Espanol,0,0,D
14/15,La Liga,2015-03-22,Sociedad,Cordoba,3,1,H
14/15,La Liga,2015-03-21,Rayo Vallecano,Malaga,1,0,H
14/15,La Liga,2015-03-21,Levante,Celta,0,1,A
14/15,La Liga,2015-03-21,Granada,Eibar,0,0,D
14/15,La Liga,2015-03-21,Ath Madrid,Getafe,2,0,H
14/15,La Liga,2015-03-21,Ath Bilbao,Almeria,2,1,H
14/15,La Liga,2015-03-20,Elche,Valencia,0,4,A
14/15,La Liga,2015-03-16,Getafe,Sociedad,0,1,A
14/15,La Liga,2015-03-15,Sevilla,Elche,3,0,H
14/15,La Liga,2015-03-15,Real Madrid,Levante,2,0,H
14/15,La Liga,2015-03-15,Malaga,Cordoba,2,0,H
14/15,La Liga,2015-03-15,Almeria,Villarreal,0,0,D
14/15,La Liga,2015-03-14,Eibar,Barcelona,0,2,A
14/15,La Liga,2015-03-14,Celta,Ath Bilbao,1,2,A
14/15,La Liga,2015-03-14,Espanol,Ath Madrid,0,0,D
14/15,La Liga,2015-03-14,Rayo Vallecano,Granada,3,1,H
14/15,La Liga,2015-03-13,Valencia,La Coruna,2,0,H
14/15,La Liga,2015-03-09,Cordoba,Getafe,1,2,A
14/15,La Liga,2015-03-08,Sociedad,Espanol,1,0,H
14/15,La Liga,2015-03-08,Barcelona,Rayo Vallecano,6,1,H
14/15,La Liga,2015-03-08,Ath Madrid,Valencia,1,1,D
14/15,La Liga,2015-03-08,Villarreal,Celta,4,1,H
14/15,La Liga,2015-03-07,La Coruna,Sevilla,3,4,A
14/15,La Liga,2015-03-07,Granada,Malaga,1,0,H
14/15,La Liga,2015-03-07,Elche,Almeria,1,0,H
14/15,La Liga,2015-03-07,Ath Bilbao,Real Madrid,1,0,H
14/15,La Liga,2015-03-06,Levante,Eibar,2,1,H
14/15,La Liga,2015-03-02,Celta,Elche,1,1,D
14/15,La Liga,2015-03-01,Valencia,Sociedad,2,0,H
14/15,La Liga,2015-03-01,Sevilla,Ath Madrid,0,0,D
14/15,La Liga,2015-03-01,Real Madrid,Villarreal,1,1,D
14/15,La Liga,2015-03-01,Eibar,Ath Bilbao,0,1,A
14/15,La Liga,2015-02-28,Almeria,La Coruna,0,0,D
14/15,La Liga,2015-02-28,Granada,Barcelona,1,3,A
14/15,La Liga,2015-02-28,Rayo Vallecano,Levante,4,2,H
14/15,La Liga,2015-02-28,Malaga,Getafe,3,2,H
14/15,La Liga,2015-02-27,Espanol,Cordoba,1,0,H
14/15,La Liga,2015-02-23,Levante,Granada,2,1,H
14/15,La Liga,2015-02-22,Villarreal,Eibar,1,0,H
14/15,La Liga,2015-02-22,Sociedad,Sevilla,4,3,H
14/15,La Liga,2015-02-22,Elche,Real Madrid,0,2,A
14/15,La Liga,2015-02-22,Ath Bilbao,Rayo Vallecano,1,0,H
14/15,La Liga,2015-02-21,La Coruna,Celta,0,2,A
14/15,La Liga,2015-02-21,Cordoba,Valencia,1,2,A
14/15,La Liga,2015-02-21,Barcelona,Malaga,0,1,A
14/15,La Liga,2015-02-21,Ath Madrid,Almeria,3,0,H
14/15,La Liga,2015-02-20,Getafe,Espanol,2,1,H
14/15,La Liga,2015-02-16,Eibar,Elche,0,1,A
14/15,La Liga,2015-02-15,Celta,Ath Madrid,2,0,H
14/15,La Liga,2015-02-15,Barcelona,Levante,5,0,H
14/15,La Liga,2015-02-15,Valencia,Getafe,1,0,H
14/15,La Liga,2015-02-15,Rayo Vallecano,Villarreal,2,0,H
14/15,La Liga,2015-02-14,Granada,Ath Bilbao,0,0,D
14/15,La Liga,2015-02-14,Sevilla,Cordoba,3,0,H
14/15,La Liga,2015-02-14,Malaga,Espanol,0,2,A
14/15,La Liga,2015-02-14,Real Madrid,La Coruna,2,0,H
14/15,La Liga,2015-02-13,Almeria,Sociedad,2,2,D
14/15,La Liga,2015-02-09,Elche,Rayo Vallecano,2,0,H
14/15,La Liga,2015-02-08,Getafe,Sevilla,2,1,H
14/15,La Liga,2015-02-08,Espanol,Valencia,1,2,A
14/15,La Liga,2015-02-08,Cordoba,Almeria,1,2,A
14/15,La Liga,2015-02-08,Ath Bilbao,Barcelona,2,5,A
14/15,La Liga,2015-02-07,Villarreal,Granada,2,0,H
14/15,La Liga,2015-02-07,Sociedad,Celta,1,1,D
14/15,La Liga,2015-02-07,Levante,Malaga,4,1,H
14/15,La Liga,2015-02-07,Ath Madrid,Real Madrid,4,0,H
14/15,La Liga,2015-02-06,La Coruna,Eibar,2,0,H
14/15,La Liga,2015-02-04,Real Madrid,Sevilla,2,1,H
14/15,La Liga,2015-02-02,Malaga,Valencia,1,0,H
14/15,La Liga,2015-02-01,Almeria,Getafe,1,0,H
14/15,La Liga,2015-02-01,Barcelona,Villarreal,3,2,H
14/15,La Liga,2015-02-01,Levante,Ath Bilbao,0,2,A
14/15,La Liga,2015-02-01,Sevilla,Espanol,3,2,H
14/15,La Liga,2015-01-31,Real Madrid,Sociedad,4,1,H
14/15,La Liga,2015-01-31,Granada,Elche,1,0,H
14/15,La Liga,2015-01-31,Eibar,Ath Madrid,1,3,A
14/15,La Liga,2015-01-31,Celta,Cordoba,1,0,H
14/15,La Liga,2015-01-30,Rayo Vallecano,La Coruna,1,2,A
14/15,La Liga,2015-01-26,Getafe,Celta,2,1,H
14/15,La Liga,2015-01-25,Valencia,Sevilla,3,1,H
14/15,La Liga,2015-01-25,La Coruna,Granada,2,2,D
14/15,La Liga,2015-01-25,Espanol,Almeria,3,0,H
14/15,La Liga,2015-01-25,Ath Bilbao,Malaga,1,1,D
14/15,La Liga,2015-01-24,Villarreal,Levante,1,0,H
14/15,La Liga,2015-01-24,Sociedad,Eibar,1,0,H
14/15,La Liga,2015-01-24,Elche,Barcelona,0,6,A
14/15,La Liga,2015-01-24,Cordoba,Real Madrid,1,2,A
14/15,La Liga,2015-01-24,Ath Madrid,Rayo Vallecano,3,1,H
14/15,La Liga,2015-01-18,Ath Madrid,Granada,2,0,H
14/15,La Liga,2015-01-18,La Coruna,Barcelona,0,4,A
14/15,La Liga,2015-01-18,Sevilla,Malaga,2,0,H
14/15,La Liga,2015-01-18,Elche,Levante,1,0,H
14/15,La Liga,2015-01-18,Getafe,Real Madrid,0,3,A
14/15,La Liga,2015-01-17,Valencia,Almeria,3,2,H
14/15,La Liga,2015-01-17,Sociedad,Rayo Vallecano,0,1,A
14/15,La Liga,2015-01-17,Espanol,Celta,1,0,H
14/15,La Liga,2015-01-17,Villarreal,Ath Bilbao,2,0,H
14/15,La Liga,2015-01-16,Cordoba,Eibar,1,1,D
14/15,La Liga,2015-01-12,Rayo Vallecano,Cordoba,0,1,A
14/15,La Liga,2015-01-11,Granada,Sociedad,1,1,D
14/15,La Liga,2015-01-11,Barcelona,Ath Madrid,3,1,H
14/15,La Liga,2015-01-11,Ath Bilbao,Elche,1,2,A
14/15,La Liga,2015-01-11,Almeria,Sevilla,0,2,A
14/15,La Liga,2015-01-10,Real Madrid,Espanol,3,0,H
14/15,La Liga,2015-01-10,Malaga,Villarreal,1,1,D
14/15,La Liga,2015-01-10,Eibar,Getafe,2,1,H
14/15,La Liga,2015-01-10,Celta,Valencia,1,1,D
14/15,La Liga,2015-01-09,Levante,La Coruna,0,0,D
14/15,La Liga,2015-01-05,Cordoba,Granada,2,0,H
14/15,La Liga,2015-01-04,Espanol,Eibar,1,2,A
14/15,La Liga,2015-01-04,Getafe,Rayo Vallecano,1,2,A
14/15,La Liga,2015-01-04,Sociedad,Barcelona,1,0,H
14/15,La Liga,2015-01-04,Valencia,Real Madrid,2,1,H
14/15,La Liga,2015-01-03,Sevilla,Celta,1,0,H
14/15,La Liga,2015-01-03,Malaga,Almeria,1,2,A
14/15,La Liga,2015-01-03,La Coruna,Ath Bilbao,1,0,H
14/15,La Liga,2015-01-03,Elche,Villarreal,2,2,D
14/15,La Liga,2015-01-03,Ath Madrid,Levante,3,1,H
14/15,La Liga,2014-12-21,Ath Bilbao,Ath Madrid,1,4,A
14/15,La Liga,2014-12-21,Elche,Malaga,1,2,A
14/15,La Liga,2014-12-21,Granada,Getafe,1,1,D
14/15,La Liga,2014-12-21,Villarreal,La Coruna,3,0,H
14/15,La Liga,2014-12-20,Rayo Vallecano,Espanol,1,3,A
14/15,La Liga,2014-12-20,Levante,Sociedad,1,1,D
14/15,La Liga,2014-12-20,Eibar,Valencia,0,1,A
