Temporada,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
16/17,La Liga,2017-02-13,Eibar,Granada,4,0,H
16/17,La Liga,2017-02-12,Villarreal,Malaga,1,1,D
16/17,La Liga,2017-02-12,Leganes,Sp Gijon,0,2,A
16/17,La Liga,2017-02-12,Las Palmas,Sevilla,0,1,A
16/17,La Liga,2017-02-12,Ath Madrid,Celta,3,2,H
16/17,La Liga,2017-02-11,Osasuna,Real Madrid,1,3,A
16/17,La Liga,2017-02-11,Betis,Valencia,0,0,D
16/17,La Liga,2017-02-11,Ath Bilbao,La Coruna,2,1,H
16/17,La Liga,2017-02-11,Alaves,Barcelona,0,6,A
16/17,La Liga,2017-02-10,Espanol,Sociedad,1,2,A
16/17,La Liga,2017-02-06,Granada,Las Palmas,1,0,H
16/17,La Liga,2017-02-05,Sp Gijon,Alaves,2,4,A
16/17,La Liga,2017-02-05,Sociedad,Osasuna,3,2,H
16/17,La Liga,2017-02-05,Sevilla,Villarreal,0,0,D
16/17,La Liga,2017-02-04,Valencia,Eibar,0,4,A
16/17,La Liga,2017-02-04,Malaga,Espanol,0,1,A
16/17,La Liga,2017-02-04,Barcelona,Ath Bilbao,3,0,H
16/17,La Liga,2017-02-04,Ath Madrid,Leganes,2,0,H
16/17,La Liga,2017-01-30,Las Palmas,Valencia,3,1,H
16/17,La Liga,2017-01-29,Ath Bilbao,Sp Gijon,2,1,H
16/17,La Liga,2017-01-29,Betis,Barcelona,1,1,D
16/17,La Liga,2017-01-29,Espanol,Sevilla,3,1,H
16/17,La Liga,2017-01-29,Real Madrid,Sociedad,3,0,H
16/17,La Liga,2017-01-28,Alaves,Ath Madrid,0,0,D
16/17,La Liga,2017-01-28,Eibar,La Coruna,3,1,H
16/17,La Liga,2017-01-28,Leganes,Celta,0,2,A
16/17,La Liga,2017-01-28,Villarreal,Granada,2,0,H
16/17,La Liga,2017-01-27,Osasuna,Malaga,1,1,D
16/17,La Liga,2017-01-22,Ath Bilbao,Ath Madrid,2,2,D
16/17,La Liga,2017-01-22,Betis,Sp Gijon,0,0,D
16/17,La Liga,2017-01-22,Eibar,Barcelona,0,4,A
16/17,La Liga,2017-01-22,Osasuna,Sevilla,3,4,A
16/17,La Liga,2017-01-22,Sociedad,Celta,1,0,H
16/17,La Liga,2017-01-21,Real Madrid,Malaga,2,1,H
16/17,La Liga,2017-01-21,Alaves,Leganes,2,2,D
16/17,La Liga,2017-01-21,Villarreal,Valencia,0,2,A
16/17,La Liga,2017-01-21,Espanol,Granada,3,1,H
16/17,La Liga,2017-01-20,Las Palmas,La Coruna,1,1,D
16/17,La Liga,2017-01-16,Malaga,Sociedad,0,2,A
16/17,La Liga,2017-01-15,Sp Gijon,Eibar,2,3,A
16/17,La Liga,2017-01-15,Sevilla,Real Madrid,2,1,H
16/17,La Liga,2017-01-15,Granada,Osasuna,1,1,D
16/17,La Liga,2017-01-15,Celta,Alaves,1,0,H
16/17,La Liga,2017-01-15,Valencia,Espanol,2,1,H
16/17,La Liga,2017-01-14,Leganes,Ath Bilbao,0,0,D
16/17,La Liga,2017-01-14,La Coruna,Villarreal,0,0,D
16/17,La Liga,2017-01-14,Barcelona,Las Palmas,5,0,H
16/17,La Liga,2017-01-14,Ath Madrid,Betis,1,0,H
16/17,La Liga,2017-01-09,Osasuna,Valencia,3,3,D
16/17,La Liga,2017-01-08,Betis,Leganes,2,0,H
16/17,La Liga,2017-01-08,Ath Bilbao,Alaves,0,0,D
16/17,La Liga,2017-01-08,Celta,Malaga,3,1,H
16/17,La Liga,2017-01-08,Villarreal,Barcelona,1,1,D
16/17,La Liga,2017-01-07,Las Palmas,Sp Gijon,1,0,H
16/17,La Liga,2017-01-07,Eibar,Ath Madrid,0,2,A
16/17,La Liga,2017-01-07,Sociedad,Sevilla,0,4,A
16/17,La Liga,2017-01-07,Real Madrid,Granada,5,0,H
16/17,La Liga,2017-01-06,Espanol,La Coruna,1,1,D
16/17,La Liga,2016-12-19,Ath Bilbao,Celta,2,1,H
16/17,La Liga,2016-12-18,Leganes,Eibar,1,1,D
16/17,La Liga,2016-12-18,Barcelona,Espanol,4,1,H
16/17,La Liga,2016-12-18,La Coruna,Osasuna,2,0,H
16/17,La Liga,2016-12-17,Sp Gijon,Villarreal,1,3,A
16/17,La Liga,2016-12-17,Sevilla,Malaga,4,1,H
16/17,La Liga,2016-12-17,Granada,Sociedad,0,2,A
16/17,La Liga,2016-12-17,Ath Madrid,Las Palmas,1,0,H
16/17,La Liga,2016-12-16,Alaves,Betis,1,0,H
16/17,La Liga,2016-12-12,Villarreal,Ath Madrid,3,0,H
16/17,La Liga,2016-12-11,Celta,Sevilla,0,3,A
16/17,La Liga,2016-12-11,Betis,Ath Bilbao,1,0,H
16/17,La Liga,2016-12-11,Eibar,Alaves,0,0,D
16/17,La Liga,2016-12-11,Espanol,Sp Gijon,2,1,H
16/17,La Liga,2016-12-10,Sociedad,Valencia,3,2,H
16/17,La Liga,2016-12-10,Real Madrid,La Coruna,3,2,H
16/17,La Liga,2016-12-10,Osasuna,Barcelona,0,3,A
16/17,La Liga,2016-12-10,Las Palmas,Leganes,1,1,D
16/17,La Liga,2016-12-09,Malaga,Granada,1,1,D
16/17,La Liga,2016-12-05,La Coruna,Sociedad,5,1,H
16/17,La Liga,2016-12-04,Ath Bilbao,Eibar,3,1,H
16/17,La Liga,2016-12-04,Alaves,Las Palmas,1,1,D
16/17,La Liga,2016-12-04,Betis,Celta,3,3,D
16/17,La Liga,2016-12-04,Sp Gijon,Osasuna,3,1,H
16/17,La Liga,2016-12-04,Valencia,Malaga,2,2,D
16/17,La Liga,2016-12-03,Leganes,Villarreal,0,0,D
16/17,La Liga,2016-12-03,Granada,Sevilla,2,1,H
16/17,La Liga,2016-12-03,Barcelona,Real Madrid,1,1,D
16/17,La Liga,2016-12-03,Ath Madrid,Espanol,0,0,D
16/17,La Liga,2016-11-28,Las Palmas,Ath Bilbao,3,1,H
16/17,La Liga,2016-11-27,Osasuna,Ath Madrid,0,3,A
16/17,La Liga,2016-11-27,Celta,Granada,3,1,H
16/17,La Liga,2016-11-27,Villarreal,Alaves,0,2,A
16/17,La Liga,2016-11-27,Sociedad,Barcelona,1,1,D
16/17,La Liga,2016-11-26,Sevilla,Valencia,2,1,H
16/17,La Liga,2016-11-26,Real Madrid,Sp Gijon,2,1,H
16/17,La Liga,2016-11-26,Malaga,La Coruna,4,3,H
16/17,La Liga,2016-11-26,Espanol,Leganes,3,0,H
16/17,La Liga,2016-11-25,Eibar,Betis,3,1,H
16/17,La Liga,2016-11-21,Leganes,Osasuna,2,0,H
16/17,La Liga,2016-11-20,Valencia,Granada,1,1,D
16/17,La Liga,2016-11-20,Sp Gijon,Sociedad,1,3,A
16/17,La Liga,2016-11-20,Ath Bilbao,Villarreal,1,0,H
16/17,La Liga,2016-11-20,Alaves,Espanol,0,1,A
16/17,La Liga,2016-11-19,La Coruna,Sevilla,2,3,A
16/17,La Liga,2016-11-19,Eibar,Celta,1,0,H
16/17,La Liga,2016-11-19,Barcelona,Malaga,0,0,D
16/17,La Liga,2016-11-19,Ath Madrid,Real Madrid,0,3,A
16/17,La Liga,2016-11-18,Betis,Las Palmas,2,0,H
16/17,La Liga,2016-11-06,Villarreal,Betis,2,0,H
16/17,La Liga,2016-11-06,Real Madrid,Leganes,3,0,H
16/17,La Liga,2016-11-06,Espanol,Ath Bilbao,0,0,D
16/17,La Liga,2016-11-06,Celta,Valencia,2,1,H
16/17,La Liga,2016-11-06,Sevilla,Barcelona,1,2,A
16/17,La Liga,2016-11-05,Sociedad,Ath Madrid,2,0,H
16/17,La Liga,2016-11-05,Osasuna,Alaves,0,1,A
16/17,La Liga,2016-11-05,Las Palmas,Eibar,1,0,H
16/17,La Liga,2016-11-05,Granada,La Coruna,1,1,D
16/17,La Liga,2016-11-04,Malaga,Sp Gijon,3,2,H
16/17,La Liga,2016-10-31,La Coruna,Valencia,1,1,D
16/17,La Liga,2016-10-30,Las Palmas,Celta,3,3,D
16/17,La Liga,2016-10-30,Eibar,Villarreal,2,1,H
16/17,La Liga,2016-10-30,Betis,Espanol,0,1,A
16/17,La Liga,2016-10-30,Ath Bilbao,Osasuna,1,1,D
16/17,La Liga,2016-10-29,Ath Madrid,Malaga,4,2,H
16/17,La Liga,2016-10-29,Alaves,Real Madrid,1,4,A
16/17,La Liga,2016-10-29,Barcelona,Granada,1,0,H
16/17,La Liga,2016-10-29,Sp Gijon,Sevilla,1,1,D
16/17,La Liga,2016-10-28,Leganes,Sociedad,0,2,A
16/17,La Liga,2016-10-23,Villarreal,Las Palmas,2,1,H
16/17,La Liga,2016-10-23,Sevilla,Ath Madrid,1,0,H
16/17,La Liga,2016-10-23,Real Madrid,Ath Bilbao,2,1,H
16/17,La Liga,2016-10-23,Malaga,Leganes,4,0,H
16/17,La Liga,2016-10-23,Celta,La Coruna,4,1,H
16/17,La Liga,2016-10-22,Espanol,Eibar,3,3,D
16/17,La Liga,2016-10-22,Granada,Sp Gijon,0,0,D
16/17,La Liga,2016-10-22,Sociedad,Alaves,3,0,H
16/17,La Liga,2016-10-22,Valencia,Barcelona,2,3,A
16/17,La Liga,2016-10-21,Osasuna,Betis,1,2,A
16/17,La Liga,2016-10-17,Eibar,Osasuna,2,3,A
16/17,La Liga,2016-10-16,Villarreal,Celta,5,0,H
16/17,La Liga,2016-10-16,Sp Gijon,Valencia,1,2,A
16/17,La Liga,2016-10-16,Ath Bilbao,Sociedad,3,2,H
16/17,La Liga,2016-10-16,Alaves,Malaga,1,1,D
16/17,La Liga,2016-10-15,Barcelona,La Coruna,4,0,H
16/17,La Liga,2016-10-15,Ath Madrid,Granada,7,1,H
16/17,La Liga,2016-10-15,Leganes,Sevilla,2,3,A
16/17,La Liga,2016-10-15,Betis,Real Madrid,1,6,A
16/17,La Liga,2016-10-14,Las Palmas,Espanol,0,0,D
16/17,La Liga,2016-10-02,Valencia,Ath Madrid,0,2,A
16/17,La Liga,2016-10-02,Real Madrid,Eibar,1,1,D
16/17,La Liga,2016-10-02,Malaga,Ath Bilbao,2,1,H
16/17,La Liga,2016-10-02,Espanol,Villarreal,0,0,D
16/17,La Liga,2016-10-02,Celta,Barcelona,4,3,H
16/17,La Liga,2016-10-01,Sevilla,Alaves,2,1,H
16/17,La Liga,2016-10-01,Osasuna,Las Palmas,2,2,D
16/17,La Liga,2016-10-01,La Coruna,Sp Gijon,2,1,H
16/17,La Liga,2016-10-01,Granada,Leganes,0,1,A
16/17,La Liga,2016-09-30,Sociedad,Betis,1,0,H
16/17,La Liga,2016-09-26,Alaves,Granada,3,1,H
16/17,La Liga,2016-09-25,Espanol,Celta,0,2,A
16/17,La Liga,2016-09-25,Ath Madrid,La Coruna,1,0,H
16/17,La Liga,2016-09-25,Leganes,Valencia,1,2,A
16/17,La Liga,2016-09-25,Villarreal,Osasuna,3,1,H
16/17,La Liga,2016-09-24,Sp Gijon,Barcelona,0,5,A
16/17,La Liga,2016-09-24,Las Palmas,Real Madrid,2,2,D
16/17,La Liga,2016-09-24,Eibar,Sociedad,2,0,H
16/17,La Liga,2016-09-24,Ath Bilbao,Sevilla,3,1,H
16/17,La Liga,2016-09-23,Betis,Malaga,1,0,H
16/17,La Liga,2016-09-22,La Coruna,Leganes,1,2,A
16/17,La Liga,2016-09-22,Osasuna,Espanol,1,2,A
16/17,La Liga,2016-09-22,Valencia,Alaves,2,1,H
16/17,La Liga,2016-09-21,Sociedad,Las Palmas,4,1,H
16/17,La Liga,2016-09-21,Real Madrid,Villarreal,1,1,D
16/17,La Liga,2016-09-21,Granada,Ath Bilbao,1,2,A
16/17,La Liga,2016-09-21,Celta,Sp Gijon,2,1,H
16/17,La Liga,2016-09-21,Barcelona,Ath Madrid,1,1,D
16/17,La Liga,2016-09-20,Sevilla,Betis,1,0,H
16/17,La Liga,2016-09-20,Malaga,Eibar,2,1,H
16/17,La Liga,2016-09-19,Alaves,La Coruna,0,0,D
16/17,La Liga,2016-09-18,Villarreal,Sociedad,2,1,H
16/17,La Liga,2016-09-18,Osasuna,Celta,0,0,D
16/17,La Liga,2016-09-18,Espanol,Real Madrid,0,2,A
16/17,La Liga,2016-09-18,Ath Bilbao,Valencia,2,1,H
16/17,La Liga,2016-09-17,Leganes,Barcelona,1,5,A
16/17,La Liga,2016-09-17,Las Palmas,Malaga,1,0,H
16/17,La Liga,2016-09-17,Eibar,Sevilla,1,1,D
16/17,La Liga,2016-09-17,Ath Madrid,Sp Gijon,5,0,H
16/17,La Liga,2016-09-16,Betis,Granada,2,2,D
16/17,La Liga,2016-09-11,Valencia,Betis,2,3,A
16/17,La Liga,2016-09-11,Granada,Eibar,1,2,A
16/17,La Liga,2016-09-11,Sp Gijon,Leganes,2,1,H
16/17,La Liga,2016-09-11,La Coruna,Ath Bilbao,0,1,A
16/17,La Liga,2016-09-10,Sevilla,Las Palmas,2,1,H
16/17,La Liga,2016-09-10,Real Madrid,Osasuna,5,2,H
16/17,La Liga,2016-09-10,Malaga,Villarreal,0,2,A
16/17,La Liga,2016-09-10,Celta,Ath Madrid,0,4,A
16/17,La Liga,2016-09-10,Barcelona,Alaves,1,2,A
16/17,La Liga,2016-09-09,Sociedad,Espanol,1,1,D
16/17,La Liga,2016-08-28,Villarreal,Sevilla,0,0,D
16/17,La Liga,2016-08-28,Las Palmas,Granada,5,1,H
16/17,La Liga,2016-08-28,Ath Bilbao,Barcelona,0,1,A
16/17,La Liga,2016-08-28,Alaves,Sp Gijon,0,0,D
16/17,La Liga,2016-08-27,Real Madrid,Celta,2,1,H
16/17,La Liga,2016-08-27,Osasuna,Sociedad,0,2,A
16/17,La Liga,2016-08-27,Leganes,Ath Madrid,0,0,D
16/17,La Liga,2016-08-27,Eibar,Valencia,1,0,H
16/17,La Liga,2016-08-26,Betis,La Coruna,0,0,D
16/17,La Liga,2016-08-26,Espanol,Malaga,2,2,D
16/17,La Liga,2016-08-22,Celta,Leganes,0,1,A
16/17,La Liga,2016-08-22,Valencia,Las Palmas,2,4,A
16/17,La Liga,2016-08-21,Sp Gijon,Ath Bilbao,2,1,H
16/17,La Liga,2016-08-21,Sociedad,Real Madrid,0,3,A
16/17,La Liga,2016-08-21,Ath Madrid,Alaves,1,1,D
16/17,La Liga,2016-08-20,Granada,Villarreal,1,1,D
16/17,La Liga,2016-08-20,Barcelona,Betis,6,2,H
16/17,La Liga,2016-08-20,Sevilla,Espanol,6,4,H
16/17,La Liga,2016-08-19,Malaga,Osasuna,1,1,D
16/17,La Liga,2016-08-19,La Coruna,Eibar,2,1,H
15/16,La Liga,2016-05-15,Rayo Vallecano,Levante,3,1,H
15/16,La Liga,2016-05-15,Sp Gijon,Villarreal,2,0,H
15/16,La Liga,2016-05-15,Malaga,Las Palmas,4,1,H
15/16,La Liga,2016-05-15,Espanol,Eibar,4,2,H
15/16,La Liga,2016-05-15,Betis,Getafe,2,1,H
15/16,La Liga,2016-05-14,Ath Bilbao,Sevilla,3,1,H
15/16,La Liga,2016-05-14,Ath Madrid,Celta,2,0,H
15/16,La Liga,2016-05-14,Granada,Barcelona,0,3,A
15/16,La Liga,2016-05-14,La Coruna,Real Madrid,0,2,A
15/16,La Liga,2016-05-13,Valencia,Sociedad,0,1,A
15/16,La Liga,2016-05-08,Sociedad,Rayo Vallecano,2,1,H
15/16,La Liga,2016-05-08,Sevilla,Granada,1,4,A
15/16,La Liga,2016-05-08,Real Madrid,Valencia,3,2,H
15/16,La Liga,2016-05-08,Levante,Ath Madrid,2,1,H
15/16,La Liga,2016-05-08,Las Palmas,Ath Bilbao,0,0,D
15/16,La Liga,2016-05-08,Getafe,Sp Gijon,1,1,D
15/16,La Liga,2016-05-08,Eibar,Betis,1,1,D
15/16,La Liga,2016-05-08,Celta,Malaga,1,0,H
15/16,La Liga,2016-05-08,Barcelona,Espanol,5,0,H
15/16,La Liga,2016-05-08,Villarreal,La Coruna,0,2,A
15/16,La Liga,2016-05-02,Malaga,Levante,3,1,H
15/16,La Liga,2016-05-01,Espanol,Sevilla,1,0,H
15/16,La Liga,2016-05-01,Ath Bilbao,Celta,2,1,H
15/16,La Liga,2016-05-01,La Coruna,Getafe,0,2,A
15/16,La Liga,2016-05-01,Valencia,Villarreal,0,2,A
15/16,La Liga,2016-04-30,Betis,Barcelona,0,2,A
15/16,La Liga,2016-04-30,Ath Madrid,Rayo Vallecano,1,0,H
15/16,La Liga,2016-04-30,Sociedad,Real Madrid,0,1,A
15/16,La Liga,2016-04-30,Granada,Las Palmas,3,2,H
15/16,La Liga,2016-04-29,Sp Gijon,Eibar,2,0,H
15/16,La Liga,2016-04-25,Celta,Granada,2,1,H
15/16,La Liga,2016-04-24,Villarreal,Sociedad,0,0,D
15/16,La Liga,2016-04-24,Levante,Ath Bilbao,2,2,D
15/16,La Liga,2016-04-24,Getafe,Valencia,2,2,D
15/16,La Liga,2016-04-24,Sevilla,Betis,2,0,H
15/16,La Liga,2016-04-23,Rayo Vallecano,Real Madrid,2,3,A
15/16,La Liga,2016-04-23,Eibar,La Coruna,1,1,D
15/16,La Liga,2016-04-23,Barcelona,Sp Gijon,6,0,H
15/16,La Liga,2016-04-23,Ath Madrid,Malaga,1,0,H
15/16,La Liga,2016-04-22,Las Palmas,Espanol,4,0,H
15/16,La Liga,2016-04-21,Granada,Levante,5,1,H
15/16,La Liga,2016-04-21,Sociedad,Getafe,1,2,A
15/16,La Liga,2016-04-20,Valencia,Eibar,4,0,H
15/16,La Liga,2016-04-20,La Coruna,Barcelona,0,8,A
15/16,La Liga,2016-04-20,Sp Gijon,Sevilla,2,1,H
15/16,La Liga,2016-04-20,Ath Bilbao,Ath Madrid,0,1,A
15/16,La Liga,2016-04-20,Real Madrid,Villarreal,3,0,H
15/16,La Liga,2016-04-20,Malaga,Rayo Vallecano,1,1,D
15/16,La Liga,2016-04-19,Betis,Las Palmas,1,0,H
15/16,La Liga,2016-04-19,Espanol,Celta,1,1,D
15/16,La Liga,2016-04-17,Rayo Vallecano,Villarreal,2,1,H
15/16,La Liga,2016-04-17,Malaga,Ath Bilbao,0,1,A
15/16,La Liga,2016-04-17,Barcelona,Valencia,1,2,A
15/16,La Liga,2016-04-17,Ath Madrid,Granada,3,0,H
15/16,La Liga,2016-04-17,Sevilla,La Coruna,1,1,D
15/16,La Liga,2016-04-16,Las Palmas,Sp Gijon,1,1,D
15/16,La Liga,2016-04-16,Getafe,Real Madrid,1,5,A
15/16,La Liga,2016-04-16,Eibar,Sociedad,2,1,H
15/16,La Liga,2016-04-16,Celta,Betis,1,1,D
15/16,La Liga,2016-04-15,Levante,Espanol,2,1,H
15/16,La Liga,2016-04-11,La Coruna,Las Palmas,1,3,A
15/16,La Liga,2016-04-10,Sp Gijon,Celta,0,1,A
15/16,La Liga,2016-04-10,Ath Bilbao,Rayo Vallecano,1,0,H
15/16,La Liga,2016-04-10,Valencia,Sevilla,2,1,H
15/16,La Liga,2016-04-10,Villarreal,Getafe,2,0,H
15/16,La Liga,2016-04-09,Espanol,Ath Madrid,1,3,A
15/16,La Liga,2016-04-09,Betis,Levante,1,0,H
15/16,La Liga,2016-04-09,Sociedad,Barcelona,1,0,H
15/16,La Liga,2016-04-09,Real Madrid,Eibar,4,0,H
15/16,La Liga,2016-04-08,Granada,Malaga,0,0,D
15/16,La Liga,2016-04-04,Levante,Sp Gijon,0,0,D
15/16,La Liga,2016-04-03,Sevilla,Sociedad,1,2,A
15/16,La Liga,2016-04-03,Eibar,Villarreal,1,2,A
15/16,La Liga,2016-04-03,Ath Bilbao,Granada,1,1,D
15/16,La Liga,2016-04-03,Malaga,Espanol,1,1,D
15/16,La Liga,2016-04-02,Las Palmas,Valencia,2,1,H
15/16,La Liga,2016-04-02,Celta,La Coruna,1,1,D
15/16,La Liga,2016-04-02,Barcelona,Real Madrid,1,2,A
15/16,La Liga,2016-04-02,Ath Madrid,Betis,5,1,H
15/16,La Liga,2016-04-01,Rayo Vallecano,Getafe,2,0,H
15/16,La Liga,2016-03-20,Real Madrid,Sevilla,4,0,H
15/16,La Liga,2016-03-20,Espanol,Ath Bilbao,2,1,H
15/16,La Liga,2016-03-20,Valencia,Celta,0,2,A
15/16,La Liga,2016-03-20,Villarreal,Barcelona,2,2,D
15/16,La Liga,2016-03-19,Sp Gijon,Ath Madrid,2,1,H
15/16,La Liga,2016-03-19,Sociedad,Las Palmas,0,1,A
15/16,La Liga,2016-03-19,La Coruna,Levante,2,1,H
15/16,La Liga,2016-03-19,Granada,Rayo Vallecano,2,2,D
15/16,La Liga,2016-03-19,Betis,Malaga,0,1,A
15/16,La Liga,2016-03-18,Getafe,Eibar,1,1,D
15/16,La Liga,2016-03-14,Granada,Espanol,1,1,D
15/16,La Liga,2016-03-13,Sevilla,Villarreal,4,2,H
15/16,La Liga,2016-03-13,Levante,Valencia,1,0,H
15/16,La Liga,2016-03-13,Las Palmas,Real Madrid,1,2,A
15/16,La Liga,2016-03-13,Ath Bilbao,Betis,3,1,H
15/16,La Liga,2016-03-12,Rayo Vallecano,Eibar,1,1,D
15/16,La Liga,2016-03-12,Celta,Sociedad,1,0,H
15/16,La Liga,2016-03-12,Barcelona,Getafe,6,0,H
15/16,La Liga,2016-03-12,Ath Madrid,La Coruna,3,0,H
15/16,La Liga,2016-03-11,Malaga,Sp Gijon,1,0,H
15/16,La Liga,2016-03-07,Espanol,Rayo Vallecano,2,1,H
15/16,La Liga,2016-03-06,Valencia,Ath Madrid,1,3,A
15/16,La Liga,2016-03-06,Sociedad,Levante,1,1,D
15/16,La Liga,2016-03-06,Eibar,Barcelona,0,4,A
15/16,La Liga,2016-03-06,Betis,Granada,2,0,H
15/16,La Liga,2016-03-06,Sp Gijon,Ath Bilbao,0,2,A
15/16,La Liga,2016-03-05,Villarreal,Las Palmas,0,1,A
15/16,La Liga,2016-03-05,Real Madrid,Celta,7,1,H
15/16,La Liga,2016-03-05,La Coruna,Malaga,3,3,D
15/16,La Liga,2016-03-05,Getafe,Sevilla,1,1,D
15/16,La Liga,2016-03-03,Espanol,Betis,0,3,A
15/16,La Liga,2016-03-03,Rayo Vallecano,Barcelona,1,5,A
15/16,La Liga,2016-03-03,Granada,Sp Gijon,2,0,H
15/16,La Liga,2016-03-02,Sevilla,Eibar,1,0,H
15/16,La Liga,2016-03-02,Malaga,Valencia,1,2,A
15/16,La Liga,2016-03-02,Levante,Real Madrid,1,3,A
15/16,La Liga,2016-03-02,Celta,Villarreal,0,0,D
15/16,La Liga,2016-03-02,Ath Bilbao,La Coruna,4,1,H
15/16,La Liga,2016-03-01,Ath Madrid,Sociedad,3,0,H
15/16,La Liga,2016-03-01,Las Palmas,Getafe,4,0,H
15/16,La Liga,2016-02-28,Valencia,Ath Bilbao,0,3,A
15/16,La Liga,2016-02-28,Barcelona,Sevilla,2,1,H
15/16,La Liga,2016-02-28,Villarreal,Levante,3,0,H
15/16,La Liga,2016-02-28,La Coruna,Granada,0,1,A
15/16,La Liga,2016-02-27,Sociedad,Malaga,1,1,D
15/16,La Liga,2016-02-27,Real Madrid,Ath Madrid,0,1,A
15/16,La Liga,2016-02-27,Getafe,Celta,0,1,A
15/16,La Liga,2016-02-27,Betis,Rayo Vallecano,2,2,D
15/16,La Liga,2016-02-27,Sp Gijon,Espanol,2,4,A
15/16,La Liga,2016-02-26,Eibar,Las Palmas,0,1,A
15/16,La Liga,2016-02-21,Rayo Vallecano,Sevilla,2,2,D
15/16,La Liga,2016-02-21,Malaga,Real Madrid,1,1,D
15/16,La Liga,2016-02-21,Granada,Valencia,1,2,A
15/16,La Liga,2016-02-21,Ath Madrid,Villarreal,0,0,D
15/16,La Liga,2016-02-21,Ath Bilbao,Sociedad,0,1,A
15/16,La Liga,2016-02-20,Espanol,La Coruna,1,0,H
15/16,La Liga,2016-02-20,Betis,Sp Gijon,1,1,D
15/16,La Liga,2016-02-20,Celta,Eibar,3,2,H
15/16,La Liga,2016-02-20,Las Palmas,Barcelona,1,2,A
15/16,La Liga,2016-02-19,Levante,Getafe,3,0,H
15/16,La Liga,2016-02-17,Sp Gijon,Barcelona,1,3,A
15/16,La Liga,2016-02-14,Getafe,Ath Madrid,0,1,A
15/16,La Liga,2016-02-14,Eibar,Levante,2,0,H
15/16,La Liga,2016-02-14,Barcelona,Celta,6,1,H
15/16,La Liga,2016-02-14,Sevilla,Las Palmas,2,0,H
15/16,La Liga,2016-02-14,Sociedad,Granada,3,0,H
15/16,La Liga,2016-02-13,Villarreal,Malaga,1,0,H
15/16,La Liga,2016-02-13,Valencia,Espanol,2,1,H
15/16,La Liga,2016-02-13,Real Madrid,Ath Bilbao,4,2,H
15/16,La Liga,2016-02-13,La Coruna,Betis,2,2,D
15/16,La Liga,2016-02-12,Sp Gijon,Rayo Vallecano,2,2,D
15/16,La Liga,2016-02-08,Espanol,Sociedad,0,5,A
15/16,La Liga,2016-02-07,Betis,Valencia,1,0,H
15/16,La Liga,2016-02-07,Celta,Sevilla,1,1,D
15/16,La Liga,2016-02-07,Granada,Real Madrid,1,2,A
15/16,La Liga,2016-02-07,Levante,Barcelona,0,2,A
15/16,La Liga,2016-02-06,Sp Gijon,La Coruna,1,1,D
15/16,La Liga,2016-02-06,Ath Madrid,Eibar,3,1,H
15/16,La Liga,2016-02-06,Ath Bilbao,Villarreal,0,0,D
15/16,La Liga,2016-02-06,Rayo Vallecano,Las Palmas,2,0,H
15/16,La Liga,2016-02-05,Malaga,Getafe,3,0,H
15/16,La Liga,2016-02-01,La Coruna,Rayo Vallecano,2,2,D
15/16,La Liga,2016-01-31,Valencia,Sp Gijon,0,1,A
15/16,La Liga,2016-01-31,Sevilla,Levante,3,1,H
15/16,La Liga,2016-01-31,Real Madrid,Espanol,6,0,H
15/16,La Liga,2016-01-31,Las Palmas,Celta,2,1,H
15/16,La Liga,2016-01-30,Getafe,Ath Bilbao,0,1,A
15/16,La Liga,2016-01-30,Eibar,Malaga,1,2,A
15/16,La Liga,2016-01-30,Barcelona,Ath Madrid,2,1,H
15/16,La Liga,2016-01-30,Sociedad,Betis,2,1,H
15/16,La Liga,2016-01-30,Villarreal,Granada,1,0,H
15/16,La Liga,2016-01-25,Levante,Las Palmas,3,2,H
15/16,La Liga,2016-01-24,La Coruna,Valencia,1,1,D
15/16,La Liga,2016-01-24,Betis,Real Madrid,1,1,D
15/16,La Liga,2016-01-24,Ath Madrid,Sevilla,0,0,D
15/16,La Liga,2016-01-24,Ath Bilbao,Eibar,5,2,H
15/16,La Liga,2016-01-23,Granada,Getafe,3,2,H
15/16,La Liga,2016-01-23,Espanol,Villarreal,2,2,D
15/16,La Liga,2016-01-23,Malaga,Barcelona,1,2,A
15/16,La Liga,2016-01-23,Rayo Vallecano,Celta,3,0,H
15/16,La Liga,2016-01-22,Sp Gijon,Sociedad,5,1,H
15/16,La Liga,2016-01-18,Eibar,Granada,5,1,H
15/16,La Liga,2016-01-17,Valencia,Rayo Vallecano,2,2,D
15/16,La Liga,2016-01-17,Real Madrid,Sp Gijon,5,1,H
15/16,La Liga,2016-01-17,Las Palmas,Ath Madrid,0,3,A
15/16,La Liga,2016-01-17,Getafe,Espanol,3,1,H
15/16,La Liga,2016-01-17,Barcelona,Ath Bilbao,6,0,H
15/16,La Liga,2016-01-16,Celta,Levante,4,3,H
15/16,La Liga,2016-01-16,Sevilla,Malaga,2,1,H
15/16,La Liga,2016-01-16,Sociedad,La Coruna,1,1,D
15/16,La Liga,2016-01-16,Villarreal,Betis,0,0,D
15/16,La Liga,2016-01-10,Eibar,Espanol,2,1,H
15/16,La Liga,2016-01-10,Villarreal,Sp Gijon,2,0,H
15/16,La Liga,2016-01-10,Celta,Ath Madrid,0,2,A
15/16,La Liga,2016-01-10,Sociedad,Valencia,2,0,H
